@relation tanks_data

@attribute Name STRING
@attribute Tier {'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'}
@attribute Premium {True, False}
@attribute Reward {True, False}
@attribute Event {True, False}
@attribute Nationality {'American', 'British', 'Soviet', 'Chinese', 'French', 'Czech', 'German', 'Italian', 'Japanese', 'Polish', 'Swedish'}
@attribute Type {'Heavy Tank', 'Medium Tank', 'Light Tank', 'Tank Destroyer', 'Artillery'}
@attribute DPM NUMERIC
@attribute Damage NUMERIC
@attribute Penetration (mm) NUMERIC
@attribute DPM at 500m (mm) NUMERIC
@attribute Reload time (sec) NUMERIC
@attribute Rate of fire (rnds/min) NUMERIC
@attribute Aim time (sec) NUMERIC
@attribute Dispersion NUMERIC
@attribute Dispersion damaged NUMERIC
@attribute Dispersion factors moving (+) NUMERIC
@attribute Dispersion factors tank traverse (+) NUMERIC
@attribute Dispersion factors turret traverse (+) NUMERIC
@attribute Dispersion factors after firing (+) NUMERIC
@attribute Dispersion factors damaged (×) NUMERIC
@attribute Damage vs. modules NUMERIC
@attribute Caliber (mm) NUMERIC
@attribute Shell velocity (m/s) NUMERIC
@attribute Max range (m) NUMERIC
@attribute Ammo capacity NUMERIC
@attribute Potential damage NUMERIC
@attribute Shell cost NUMERIC
@attribute Top speed (km/h) NUMERIC
@attribute Reverse speed (km/h) NUMERIC
@attribute Power (hp) NUMERIC
@attribute Power/weight (hp/t) NUMERIC
@attribute Tank traverse (°/sec) NUMERIC
@attribute Effective top speed hard (km/h) NUMERIC
@attribute Effective top speed medium (km/h) NUMERIC
@attribute Effective top speed soft (km/h) NUMERIC
@attribute Effective traverse hard (°/sec) NUMERIC
@attribute Effective traverse medium (°/sec) NUMERIC
@attribute Effective traverse soft (°/sec) NUMERIC
@attribute Terrain resistance hard NUMERIC
@attribute Terrain resistance medium NUMERIC
@attribute Terrain resistance soft NUMERIC
@attribute Gun elevation (°) NUMERIC
@attribute Gun depression (°) NUMERIC
@attribute Gun traverse (°/sec) NUMERIC
@attribute Gun traverse range (°) part 1 STRING
@attribute Gun traverse range (°) part 2 NUMERIC
@attribute Turret traverse (°/sec) NUMERIC
@attribute Hull armor (mm) part 1 NUMERIC
@attribute Hull armor (mm) part 2 NUMERIC
@attribute Hull armor (mm) part 3 NUMERIC
@attribute Turret armor (mm) part 1 NUMERIC
@attribute Turret armor (mm) part 2 NUMERIC
@attribute Turret armor (mm) part 3 NUMERIC
@attribute Track armor (mm) NUMERIC
@attribute Health NUMERIC
@attribute Engine health NUMERIC
@attribute Track health NUMERIC
@attribute Health repair time (sec) NUMERIC
@attribute Ammo rack health NUMERIC
@attribute Fuel tank health NUMERIC
@attribute Max load (kg) NUMERIC
@attribute Total weight (kg) NUMERIC
@attribute Stationary camo (%) part 1 NUMERIC
@attribute Stationary camo (%) part 2 NUMERIC
@attribute Moving camo (%) part 1 NUMERIC
@attribute Moving camo (%) part 2 NUMERIC
@attribute View range (m) NUMERIC
@attribute Radio range (m) NUMERIC
@attribute Fire chance (%) NUMERIC
@attribute Tank cost (silver) NUMERIC
@attribute Tank cost (gold) NUMERIC
@attribute Clip size NUMERIC
@attribute Clip damage part 1 NUMERIC
@attribute Clip damage part 2 NUMERIC
@attribute Intra-clip reload NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 1 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 2 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 3 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 4 NUMERIC
@attribute Max wheel angle (°) NUMERIC
@attribute Axle count NUMERIC
@attribute Siege enabled (km/h) NUMERIC
@attribute Siege disabled (km/h) NUMERIC
@attribute Rocket boosters uses NUMERIC
@attribute Rocket boosters duration (sec) NUMERIC
@attribute Rocket boosters cooldown (sec) NUMERIC
@attribute Rocket boosters initial cooldown (s) NUMERIC
@attribute Track health part 1 NUMERIC
@attribute Track health part 2 NUMERIC
@attribute Health repair time (sec) part 1 NUMERIC
@attribute Health repair time (sec) part 2 NUMERIC
@attribute Reload time (sec) part 1 NUMERIC
@attribute Reload time (sec) part 2 NUMERIC
@attribute DPM alt. gun (sec) NUMERIC
@attribute DPM charge/lock (sec) part 1 NUMERIC
@attribute DPM charge/lock (sec) part 2 NUMERIC
@attribute Dispersion before cooldown NUMERIC
@attribute Cooldown delay (sec) NUMERIC
@attribute Ricochet angle (°) NUMERIC
@attribute DPM at 50m NUMERIC
@attribute DPM at 50m at 500m NUMERIC
@attribute Damage at 50m NUMERIC
@attribute DPM at 50m at 500m (mm) NUMERIC
@attribute Dispersion factors at 500m NUMERIC
@attribute Explosion radius (m) NUMERIC
@attribute Stun duration (s) STRING
@attribute Shell gravity (m/s²) NUMERIC
@attribute Ballistic range (m) NUMERIC
@attribute DPM burst size NUMERIC
@attribute DPM burst damage part 1 NUMERIC
@attribute DPM burst damage part 2 STRING
@attribute Normalization (°) NUMERIC
@attribute Tank cost in NA NUMERIC
@attribute View range (m) in EU NUMERIC
@attribute View range (m) in Asia NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 5 NUMERIC
@attribute DPM at 400m (mm) NUMERIC

@data
'Object 752','IX',True,False,False,'Soviet','Heavy Tank',1800.08,390,240,230,32.60,4.62,3.26,0.40,0.81,0.24,0.24,0.11,4,2,165,122,862,720,30,11700,1085,35,12,580,12.78,31.29,35,35,25.59,31.29,28.45,16.47,0.96,1.05,1.82,11.7,8,26.25,'-180',180,23.99,195,140,80,330,150,120,20,1750,370,240,12.03,210,200,47500,45401,7.41,1.33,3.71,0.67,380,850,15,?,13000,3,1170,6.4,3.20,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 777 Version II','IX',False,True,False,'Soviet','Heavy Tank',1980.95,440,258,250,13.33,4.50,2.78,0.40,0.81,0.20,0.20,0.12,4,2,165,122,940,720,40,17600,1065,40,15,750,15.06,29.20,40,40,30.18,29.20,26.56,15.38,0.96,1.05,1.82,18,6,26.25,'-180',180,27.12,132,115,45,258,225,90,20,1850,320,240,10.46,210,200,53500,49800,6.90,1.24,3.48,0.63,380,850,15,?,17500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Progetto C50 mod. 66','IX',False,False,False,'Italian','Heavy Tank',1925.54,400,242,230,?,4.81,2.59,0.35,0.69,0.22,0.22,0.14,5,2,165,120,1075,720,36,14400,970,45,12,690,13.79,29.20,45,43.74,22.82,31.02,28.44,14.84,1.05,1.15,2.21,20,9,20,'-180',180,26.07,130,70,40,195,105,105,30,1850,360,250,12.03,260,200,52000,50033,7.14,1.29,3.54,0.64,390,750,10,3600000,?,3,1200,7,3.50,15.34,13.42,12.46,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'ST-I','IX',False,False,False,'Soviet','Heavy Tank',2168.13,440,258,250,12.18,4.93,3.26,0.38,0.77,0.22,0.22,0.20,3.50,2,165,122,940,720,40,17600,1065,40,13,740.10,12.13,27.12,38.48,28.86,15.39,27.64,20.73,11.06,1.15,1.53,2.88,16,8,26.25,'-180',180,18.77,150,140,100,250,160,160,20,1900,370,240,12.03,210,200,63500,61001,6.10,1.10,3.08,0.55,380,730,15,3561000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Strv K','IX',True,False,False,'Swedish','Heavy Tank',2033.85,390,252,242,11.51,5.21,2.40,0.33,0.65,0.19,0.19,0.15,4,2,150,105,1080,720,45,17550,1015,40,18,670,16.37,31.29,38.34,35.62,21.67,31.29,29.07,17.69,1.56,1.68,2.76,18,10,35,'-180',180,37.55,90,70,37,254,88.9,88.9,30,1850,285,250,12.03,260,200,48000,40933,6.21,1.30,3.08,0.64,400,740.53,15,?,12700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-10','IX',False,False,False,'Soviet','Heavy Tank',2238.63,440,258,250,11.79,5.09,2.68,0.36,0.73,0.18,0.18,0.08,3.50,2,165,122,940,720,30,13200,1065,50,15,792.96,15.59,33.38,50,50,31.24,35.21,32.01,18.53,0.96,1.05,1.82,15,5,26.25,'-180',180,27.12,120,120,60,250,201,90,20,1800,370,240,12.03,210,200,58900,50851,6.07,1.09,3.04,0.55,400,730,15,3531000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T54 Heavy Tank','IX',True,False,False,'American','Heavy Tank',2166.23,450,240,230,12.46,4.81,2.68,0.40,0.81,0.20,0.20,0.10,4,2,165,120,1067,720,40,18000,1060,34,15,810,14.46,25.03,34,34,22.94,23.78,21.95,11.89,1.15,1.25,2.30,20,12,20,'-180',180,26.07,254,76.2,38.1,254,76.2,76.2,20,1700,260,240,12.03,260,200,59000,56000,3.19,0.57,1.60,0.29,400,745,20,?,13100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T54E1','IX',False,False,False,'American','Heavy Tank',2272.81,390,248,227,34.52,5.83,2.78,0.38,0.77,0.20,0.20,0.10,4,2,150,105,1067,720,36,14040,1000,35,20,856.40,15.73,41.72,35,35,26.04,44.68,40.96,21.37,1.05,1.15,2.21,13,8,21,'-180',180,37.55,152.4,76.2,38.1,127,69.9,50.8,20,1850,260,240,10.69,240,200,57500,54431,4.45,0.88,2.22,0.44,400,745,20,3600000,?,4,1560,6.67,2.22,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Tiger-Maus','IX',True,False,False,'German','Heavy Tank',2139.83,530,246,241,14.86,4.04,2.30,0.35,0.71,0.18,0.18,0.11,3,2,180,128,920,720,60,31800,1300,32,16,1200,10,29.20,32,22.39,15.22,27.74,17.95,12.21,1.05,1.63,2.40,23,7,26.25,'-180',180,20.86,200,120,100,300,150,140,40,1950,255,250,12.03,240,200,125000,120000,2.91,0.47,1.42,0.23,400,750.96,15,?,13000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'TNH T Vz. 51','IX',False,False,False,'Czech','Heavy Tank',1676.70,440,252,231,28.76,3.81,2.59,0.38,0.77,0.16,0.16,0.12,4,2,180,122,960,720,40,17600,1020,50,15,750,14.37,31.29,49.73,45.56,21.87,32.74,29.99,14.40,1.05,1.15,2.40,19,7,26.25,'-180',180,26.07,130,80,80,300,150,80,20,1900,370,240,12.03,210,200,54500,52210,6.84,1.23,3.45,0.62,380,850,15,3540000,?,2,880,2.73,2.73,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Toro','IX',True,False,False,'Italian','Heavy Tank',1877.40,360,248,230,?,5.21,2.40,0.34,0.67,0.25,0.25,0.12,4,2,150,105,1290,720,60,21600,930,40,18,800,15.38,36.50,40,40,25.46,36.50,33.46,17.46,1.05,1.15,2.21,20,8,35,'-180',180,31.29,140,70,50,200,150,60,30,1700,320,250,12.03,260,200,55000,52000,3.76,0.74,1.88,0.37,390,750,12,?,100,4,1440,9,3,17.26,15.34,13.42,11.51,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'TT-130M','IX',False,True,False,'Czech','Heavy Tank',2086,490,244,225,14.09,4.26,2.59,0.38,0.77,0.25,0.25,0.15,3.50,2,180,130,980,720,40,19600,1100,30,14,600,10.91,26.07,30,29.66,18.05,26.07,24.21,14.74,1.25,1.34,2.21,20,5,26.25,'-180',180,26.07,100,70,70,300,150,90,30,1850,370,250,10.46,260,200,60000,55000,6.95,1.13,3.48,0.56,380,850,15,?,13050,?,?,?,?,?,?,?,?,?,?,?,?,4,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Type 4 Heavy','IX',False,False,False,'Japanese','Heavy Tank',1896.36,600,257,227,18.98,3.16,2.78,0.38,0.77,0.22,0.22,0.16,4,2,191,139.70,850,720,60,36000,1195,25,10,1268.74,7.90,17.73,25,25,16.71,19.12,17.52,11.68,1.05,1.15,1.73,20,10,26.25,'-180',180,17.73,250,140,150,250,200,200,50,2050,360,270,12.03,260,200,170000,160510,0.17,0.03,0.06,0.01,390,782.25,20,3700000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Type 68','IX',False,False,False,'Japanese','Heavy Tank',2400,400,250,240,10,6,2.11,0.27,0.54,0.16,0.16,0.10,4,2,165,120,1050,720,45,18000,1100,35,14,1000,16.95,31.29,35,35,28.05,30.74,26.01,14.70,1.05,1.25,2.21,20,8,26.25,'-180',180,36.50,110,70,30,280,80,40,20,1950,260,240,12.03,260,200,67000,59000,5.93,1.13,2.96,0.56,390,782.25,10,3680000,?,?,?,?,?,?,?,?,?,?,?,10,25,?,?,?,?,?,?,?,?,?,?,?,?,?,0.40,13.56
'VK 45.02 (P) Ausf. B','IX',False,False,False,'German','Heavy Tank',1953.13,490,246,241,15.05,3.99,2.49,0.35,0.71,0.21,0.21,0.13,3,2,180,128,920,720,36,17640,1070,30,15,888.12,11.30,20.86,30,25.31,17.21,25.60,16.57,11.26,1.05,1.63,2.40,18,5,26.25,'-180',180,18.77,200,120,100,265,160,160,25,1950,255,250,12.03,240,200,81400,78570,4.78,0.73,2.39,0.37,400,740.53,15,3598000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Vz. 58 Medvěd','IX',True,False,False,'Czech','Heavy Tank',2170.96,440,257,237,37.39,4.93,2.88,0.43,0.86,0.24,0.24,0.15,4,2,180,122,1040,720,40,17600,1020,36,16,1000,17.54,27.12,36,36,29.03,27.12,25.18,15.33,1.25,1.34,2.21,20,8,26.25,'-180',180,27.12,105,70,40,270,80,50,30,1750,370,250,12.03,240,200,60000,57000,7.35,1.32,3.71,0.67,390,730,15,?,12950,4,1760,11.25,3.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'WZ-111 model 1-4','IX',False,False,False,'Chinese','Heavy Tank',2190.30,490,244,225,13.42,4.47,2.78,0.38,0.77,0.18,0.18,0.10,4,2,180,130,930,720,40,19600,1118,50,15,634.37,14.10,29.20,50,50,26.83,32.95,29.65,14.83,0.86,0.96,1.92,23,5,26.25,'-180',180,27.12,120,120,60,230,120,60,20,1850,360,240,12.03,210,200,48000,45000,6.70,1.02,3.38,0.52,400,750,12,3500000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'WZ-111 model 1-4 FL','IX',True,False,False,'Chinese','Heavy Tank',2190.30,490,244,225,13.42,4.47,2.78,0.38,0.77,0.18,0.18,0.10,4,2,180,130,930,720,40,19600,1118,50,15,634.37,14.10,29.20,50,50,26.83,29.20,26.28,13.14,0.86,0.96,1.92,23,5,26.25,'-180',180,27.12,120,120,60,230,120,60,20,1850,360,240,12.03,210,200,48000,45000,6.70,1.02,3.38,0.52,400,750,12,10000000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'WZ-114','IX',True,False,False,'Chinese','Heavy Tank',1658.37,530,266,241,19.18,3.13,3.74,0.32,0.63,0.33,0.33,0.33,7,2,180,130,1271,720,33,17490,1215,33,10,850,12.14,25.03,33,33,18.51,23.78,21.80,10.48,1.05,1.15,2.39,20,10,26.25,'-180',180,18.77,140,60,60,300,175,95,20,2300,370,240,12.03,210,200,72000,70000,5.76,0.88,2.85,0.44,390,720,15,?,13100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX 50 Foch','IX',False,False,False,'French','Tank Destroyer',2412.16,400,257,237,32.60,6.03,2.40,0.34,0.67,0.15,0.15,0.10,4,2,165,120,1067,720,68,27200,1060,50,15,1057.28,21.07,29.20,50,50,33.41,32.65,30.32,17.69,1.25,1.34,2.30,18,6,26.25,'-10',10,27.12,180,70,40,0,0,0,30,1550,260,240,12.03,260,200,62560,50180,13.85,2.49,8.32,1.50,380,750,15,3670000,?,4,1600,7.2,2.40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Controcarro 1 Mk. 2','IX',False,False,False,'Italian','Tank Destroyer',2501.57,490,250,245,23.01,5.11,2.59,0.40,0.81,0.16,0.16,0.04,4,2,180,127,1252,720,40,19600,1250,30,10,700,13.10,29.20,30,30,21.68,28.02,25.68,13.40,1.05,1.15,2.21,21.51,10,20,'-40',40,18.77,240,70,40,290,70,40,20,1800,360,230,12.03,260,175,56000,53425,14.93,2.69,8.95,1.61,380,750,10,3550000,?,4,1960,24,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FV4004 Conway','IX',False,False,False,'British','Tank Destroyer',2607.50,600,260,250,13.81,4.35,2.30,0.36,0.73,0.30,0.30,0.14,4,2,191,139.70,850,720,30,18000,1250,40,15,950,18.99,29.20,40,40,38.04,38.94,35.40,20.50,0.96,1.05,1.82,10,10,23.68,'-90',90,18.77,76.2,50.8,38.1,132.1,95.3,36.5,25,1500,320,240,8.02,240,200,55000,50029,8.66,1.32,5.19,0.79,380,782.25,20,3440000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Ho-Ri 1','IX',False,False,False,'Japanese','Tank Destroyer',2624.32,650,290,252,14.86,4.04,2.49,0.33,0.65,0.20,0.20,0.10,4,2,203,149,950,720,40,26000,1885,32,16,900,14.98,33.38,32,32,23.76,31.38,26.55,14.38,1.05,1.25,2.30,15,7,23.63,'-10',10,29.20,245,50,50,0,0,0,25,1800,360,220,12.03,240,200,67000,60080,15.05,2.26,9.06,1.36,390,782.25,20,3650000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Jagdtiger','IX',False,False,True,'German','Tank Destroyer',3074.11,560,276,261,10.93,5.49,2.21,0.32,0.63,0.18,0.18,0.08,3,2,180,128,1200,720,36,20160,1260,38,12,740.10,9.80,27.12,33.92,28.70,15.54,25.76,21.80,11.81,1.05,1.25,2.30,15,7.5,26.25,'-10',10,27.12,250,140,80,0,0,0,40,2100,260,250,12.03,240,200,79000,75500,10.66,1.73,6.38,1.03,390,740.53,20,3450000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Jagdtiger','IX',False,False,False,'German','Tank Destroyer',3074.11,560,276,261,10.93,5.49,2.21,0.32,0.63,0.18,0.18,0.08,3,2,180,128,1200,720,36,20160,1260,38,12,740.10,9.80,27.12,33.92,28.70,15.54,27.39,23.18,12.56,1.05,1.25,2.30,15,7.5,26.25,'-10',10,27.12,250,80,80,0,0,0,40,2100,260,250,12.03,240,200,79000,75500,10.66,1.73,6.38,1.03,390,740.53,20,3450000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Jagdtiger FL','IX',True,False,False,'German','Tank Destroyer',3074.11,560,276,261,10.93,5.49,2.21,0.32,0.63,0.18,0.18,0.08,3,2,180,128,1200,720,36,20160,1260,38,12,740.10,9.80,27.12,33.92,28.70,15.54,25.76,21.80,11.81,1.05,1.25,2.30,15,7.5,26.25,'-10',10,27.12,250,80,80,0,0,0,40,2100,260,250,12.03,240,200,79000,75500,10.66,1.73,6.38,1.03,390,740.53,20,10000000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'K-91-PT','IX',False,True,False,'Soviet','Tank Destroyer',2837.93,390,258,250,8.25,7.28,2.49,0.38,0.77,0.16,0.16,0.08,3,2,165,122,862,720,30,11700,930,52,23,800,20.04,46.93,52,52,38.14,44.59,40.13,20.06,0.86,0.96,1.92,15,5.5,26.25,'-10',10,27.12,260,60,45,0,0,0,20,1600,360,230,10.46,210,200,42000,39920,21.66,3.90,13,2.34,390,730,12,?,17500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'KJPZ TIII Jäger','IX',True,False,False,'German','Tank Destroyer',2456.41,420,268,249,10.26,5.85,1.53,0.27,0.54,0.30,0.30,0.06,4,2,165,120,1210,720,44,18480,1125,45,18,850,17.07,41.72,45,45,28.25,39.63,33.54,18.96,1.05,1.25,2.21,12,7,18,'-30',30,31.29,30,30,30,40,40,40,15,1650,255,220,8.02,220,175,52500,49795,14.65,2.78,8.78,1.67,370,750,15,?,11300,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'KPz 3 Projekt 07 HK','IX',False,True,False,'German','Tank Destroyer',3313.06,360,268,258,6.52,9.20,2.40,0.34,0.67,0.12,0.12,0.10,3,2,150,105,1480,720,60,21600,1200,65,25,900,23.38,29.20,65,63.55,37.07,27.74,25.76,15.03,1.25,1.34,2.30,17,3,35,'-2',2,16.69,45,30,20,10,10,10,20,1450,360,240,10.68,260,175,43000,38500,22.86,4.53,13.68,2.71,350,782.25,12,?,11700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Lätt Stridsfordon 120','IX',True,False,False,'Swedish','Tank Destroyer',2766.69,420,290,276,9.11,6.59,2.88,0.38,0.77,0.40,0.10,0.10,3,2,165,120,1350,720,40,16800,1215,50,45,340,17,31.29,50,50,40.44,29.73,26.42,14.86,0.77,0.86,1.53,12,10,20,'-2',2,16.69,40,20,20,0,0,0,20,1500,400,240,12.28,260,200,26000,20000,25.99,4.68,15.62,2.81,360,740.53,10,?,11950,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 263','IX',False,False,False,'Soviet','Tank Destroyer',2249.61,550,270,260,14.67,4.09,2.01,0.41,0.82,0.12,0.12,0.10,3.50,2,180,130,920,720,42,23100,1118,55,20,1100,18.33,26.07,55,49.84,30.34,32.32,27.70,16.86,1.15,1.34,2.21,18,4,26.25,'-12',12,29.20,250,80,50,0,0,0,20,1800,360,240,8.02,200,200,65000,60000,14.14,2.16,8.49,1.30,360,760,12,3510000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Object 704','IX',False,False,False,'Soviet','Tank Destroyer',2744.74,750,286,276,16.40,3.66,2.78,0.37,0.75,0.19,0.19,0.08,4,2,203,152,880,720,30,22500,1650,37,13,740.10,15.20,22.95,37,37,25.16,21.58,16.96,10.32,1.05,1.34,2.21,18,6,23.63,'-11',11,27.12,120,90,60,0,0,0,20,1600,370,230,12.03,210,175,50900,48675,17.61,2.38,10.54,1.42,360,730,12,3660000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'SDP 60 Gonkiewicza','IX',False,False,False,'Polish','Tank Destroyer',?,?,292,?,14.38,4.17,2.59,0.36,0.73,0.21,0.21,0.08,4,2,203,85,1700,720,45,36000,1840,42,15,780,15.60,31.29,42,42,29.69,33.16,28.06,18.24,1.05,1.25,1.92,15,7,24,'-5',5,27.12,190,75,55,0,0,0,20,1800,370,230,12.03,210,200,53000,50000,17.84,2.03,10.72,1.22,360,700,20,3550000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3337.60,300,800,278,76,?,?,?,?,?,?,?,?,?,?,?,?,?
'Strv 103-0','IX',False,False,False,'Swedish','Tank Destroyer',2837.93,390,308,298,8.25,7.28,2.88,0.38,0.77,0.40,0.10,0.10,18,2,150,105,1500,720,50,19500,1160,50,45,634.37,17.15,41.72,50,50,32.63,43.71,38.85,21.85,0.96,1.08,1.92,1,1,5,'-3',3,16.69,40,30,30,0,0,0,20,1500,400,240,12.28,260,200,40000,37000,23.31,4.87,13.96,2.92,360,886.55,10,3600000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Strv 103-0 FL','IX',True,False,False,'Swedish','Tank Destroyer',2837.93,390,308,298,8.25,7.28,2.88,0.38,0.77,0.40,0.10,0.10,18,2,150,105,1500,720,50,19500,1160,50,45,634.37,17.15,41.72,50,50,32.63,39.63,35.23,19.82,0.96,1.08,1.92,1,1,5,'-3',3,16.69,40,30,30,0,0,0,20,1500,400,240,12.28,260,200,40000,37000,23.31,4.87,13.96,2.92,360,886.55,10,10000000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
